"state","year","n_case_visits","pct_home_visit","n_home_visit","n_entered_care","n_fatality","fatality_rate","n_first_day_count","first_day_median_stay","pct_maltreat_in_care","n_in_care_check","pct_emotional","pct_medical","pct_neglect","pct_physical","pct_sexual","pct_traffic","pct_other_maltreat","pct_missing_maltreat","child_populaton","pct_child_poverty","two_minus_place_gt24","three_plus_place_gt24","missing_gt24","n_in_care_g24","two_minus_place_len_miss","three_plus_place_len_missing","missing_len_missing","n_in_care_len_missing","two_minus_place_lt12","three_plus_place_lt12","missing_lt12","n_in_care_lt12","two_minus_place_lt24","three_plus_place_lt24","missing_lt24","n_in_care_lt24"
"Minnesota",2017,82682,87,71707,7408,24,1.85,8468,10.4,0.81,15876,1.6,0.2,68.9,31.6,17.9,NA,0,0,1300061,11.8,37.3,62.7,0,2970,100,0,0,13,87.7,12.1,0.3,8675,65.8,34.2,0,4218
"Minnesota",2018,87661,87,76427,6743,30,2.3,9299,10.9,0.7,16042,1.6,NA,72,20.6,20.9,0.2,0,0,1303090,11.7,38.7,61.3,0,3452,90,0,10,10,88.3,11.3,0.4,8168,67.6,32.4,0,4412
"Minnesota",2019,81421,87,71081,6045,17,1.3,8969,12.1,0.37,15014,2,NA,71.7,15,23.7,0.4,0,0,1303212,11.2,38.2,61.8,0,3553,96.9,0,3.1,32,88.2,11.5,0.3,7325,70.4,29.6,0,4104
"Minnesota",2020,76351,87,66638,5007,21,1.58,8185,12.3,0.53,13192,2.6,NA,72.5,14.1,24.9,0.2,0,0,1329576,9.5,39.9,60.1,0,3453,100,0,0,16,87.8,11.8,0.4,6013,69.5,30.5,0,3710
"Minnesota",2021,68413,89,60981,4552,22,1.67,7532,13.4,0.55,12084,2.2,NA,74.3,11.3,26.4,0.3,0,0,1317567,10.8,40.3,59.7,0,3357,100,0,0,24,88.6,11.3,0.1,5478,71.8,28.2,0,3225
"Mississippi",2017,60259,91,55101,3195,40,5.6,5135,11.5,1.14,8330,15.3,3.9,80.6,15.2,11.7,NA,0.3,0,714850,26.9,42.6,57.4,0,2198,77.5,22.5,0,40,84.1,15.9,0,3789,66.9,33.1,0,2303
"Mississippi",2018,57587,93,53293,2520,30,4.24,5362,13.9,1.26,7882,16.9,4.5,79.2,15.7,12.7,NA,0.2,0,707663,27.8,45.8,54.2,0,2574,80,20,0,10,85.2,14.8,0,3112,65.8,34.2,0,2186
"Mississippi",2019,49964,93,46274,2396,35,5,4643,15.6,1.55,7039,17.4,5.2,77.6,16.4,14.2,0.2,0.1,0,699984,28.1,45.5,54.5,0,2462,88,0,12,25,84,15.8,0.2,2896,65.5,34.3,0.2,1656
"Mississippi",2020,44635,95,42457,1800,38,5.43,4084,16.3,2.23,5884,19.1,4.8,75.4,16.2,13.9,0.1,0.2,0,699669,26.1,43.7,56.3,0,2155,100,0,0,1,81.8,17.8,0.4,2223,66,33.8,0.2,1505
"Mississippi",2021,39595,93,36759,2029,49,7.07,3541,17.1,1.42,5570,17.3,4.5,75.5,15,15,0.1,0.3,0,692835,27.7,45.1,54.9,0,2007,91.7,8.3,0,24,82.7,16.9,0.5,2314,64.9,34.9,0.2,1225
"Missouri",2017,140985,98,137789,6774,33,2.38,12256,12.2,0.28,19030,10.5,3.6,60.3,30.5,28,NA,0,0,1383946,18.6,32.6,67.4,0,5112,100,0,0,5,80.2,19.8,0,7915,61.5,38.5,0,5998
"Missouri",2018,143600,96,137731,6963,36,2.61,12255,13.4,0.27,19218,10.7,3.2,56.8,30,32.4,NA,0,0,1379108,18.3,33.9,66.1,0,5478,100,0,0,4,79.2,20.8,0,7979,63.4,36.6,0,5757
"Missouri",2019,143611,95,136939,6889,46,3.35,12438,12.7,0.39,19327,12.3,3,53.9,30.3,33.4,0.2,0.1,0,1374703,17.1,33.1,66.9,0,5440,100,0,0,30,78.6,21.4,0,7879,62.8,37.2,0,5978
"Missouri",2020,146841,96,141174,6499,44,3.16,12545,13.1,0.28,19044,14.7,2.4,51.2,31.8,33.2,0.2,0,0,1390790,15.3,34.3,65.7,0,5602,100,0,0,22,80,20,0,7475,61.5,38.5,0,5945
"Missouri",2021,146738,97,142000,6819,75,5.42,12521,13.6,0.29,19340,13.8,2.6,54.3,30.9,32,0.2,0,0,1384557,16.2,36,64,0,5789,90.6,9.4,0,32,80.4,19.6,0,7484,66,34,0,6035
"Montana",2017,27038,83,22551,2361,4,1.74,3321,11.8,0.39,5682,0.9,0.2,105.2,4,2.8,NA,0,0,229481,14.7,44.9,55.1,0,1397,100,0,0,2,86.2,13.8,0,2689,68.5,31.5,0,1594
"Montana",2018,29539,82,24229,2312,2,0.87,3786,12.6,0.84,6098,0.5,0.1,106.3,3.5,3.2,NA,0,0,229210,16,46.7,53.3,0,1720,100,0,0,4,87.1,12.9,0,2665,69,31,0,1709
"Montana",2019,27000,80,21547,2178,2,0.87,3872,14,0.55,6050,0.6,0.3,104.5,4.6,2.5,NA,0.1,0,228888,14.9,46.7,53.3,0,1854,100,0,0,3,87.1,12.9,0.1,2575,70.6,29.4,0,1618
"Montana",2020,23497,83,19525,2022,5,2.14,3618,15.1,0.35,5641,0.6,0.3,106.4,5,2.9,0,0.2,0,234176,15,45.1,54.9,0,1839,100,0,0,15,87.9,12,0.1,2407,70.5,29.5,0,1380
"Montana",2021,25205,86,21772,1697,2,0.85,3339,15.4,0.24,5036,1.1,0.4,103.9,5.1,3,0,0.1,0,235070,14.1,44,56,0,1714,100,0,0,8,88.6,11.4,0,2026,72,28,0,1288
"Nebraska",2017,44405,91,40442,2644,1,0.21,3920,11.2,0.23,6564,0.8,0,89.8,11.9,7.7,NA,0,0,476177,14.1,43.1,56.9,0,1498,0,0,0,0,89.8,9.7,0.5,3070,74.7,25.3,0,1996
"Nebraska",2018,41631,91,37690,1869,0,0,4093,11.6,0.15,5962,0.6,0,84.7,13.1,11.4,0.1,0,0,476581,12.9,44.5,55.5,0,1569,100,0,0,1,89.8,9.8,0.4,2300,74.3,25.6,0.1,2092
"Nebraska",2019,36936,90,33140,2209,5,1.05,3434,13.9,0.21,5643,0.4,0.1,86.5,13,9.5,0.1,0,0,476033,11,44.3,55.7,0,1588,100,0,0,4,90.2,9.6,0.2,2492,73.8,26.2,0.1,1559
"Nebraska",2020,36339,92,33426,2069,2,0.41,3410,11.9,0.16,5479,0.4,0,84,13.7,10.7,0.5,0,0,487195,9.2,42.2,57.8,0,1441,100,0,0,13,90.5,9.1,0.4,2387,73.7,26.2,0.1,1638
"Nebraska",2021,38789,93,35992,2032,1,0.21,3479,12.5,0.31,5511,1,0,86.8,14.4,9.3,0.5,0,0,482884,12.5,45.5,54.5,0,1500,100,0,0,13,88.3,11.4,0.3,2286,74.6,25.2,0.1,1712
"Nevada",2017,45831,90,41356,3367,21,3.08,4186,12.7,0.21,7553,0.2,1.7,87.5,22.3,5.2,NA,0,0,682282,18.5,29.1,70.8,0.2,1795,100,0,0,3,81.5,17.1,1.4,3844,54.9,45,0.1,1911
"Nevada",2018,48086,91,43592,3154,19,2.76,4343,12.6,0.24,7497,0.3,1.6,88.7,19.4,6.5,NA,0,0,688989,17.7,29.3,70.7,0,1906,77.8,0,22.2,9,82.6,16.2,1.3,3658,57.8,42,0.1,1924
"Nevada",2019,47673,92,43645,3231,20,2.88,4490,13,0.39,7722,0.1,1.7,89.5,19.5,5.8,NA,0,0,694730,16.9,30.7,69.1,0.2,1990,42.9,0,57.1,14,81.9,16.6,1.5,3776,61.8,38.2,0,1942
"Nevada",2020,47946,92,44327,2788,14,2,4493,12.7,0.33,7281,0.4,1.5,85.9,20.9,7.3,NA,0,0,700974,16.5,33.9,66.1,0.1,1986,50,0,50,6,83.8,14.5,1.7,3236,61.2,38.6,0.2,2053
"Nevada",2021,46355,92,42771,2820,28,4.01,4324,13.8,0.53,7144,0.2,1.1,90.1,17.7,7.2,NA,0,0,698748,18.8,35.2,64.8,0,2026,0,0,100,2,82,16.2,1.8,3234,66.7,33.1,0.2,1882
"New Hampshire",2017,13140,98,12842,967,2,0.77,1072,9.7,0.2,2039,0.7,2.2,90.6,8.3,7.2,NA,0,0,260503,10.3,47.8,52.2,0,370,100,0,0,1,84.5,15.5,0,1109,68.2,31.8,0,559
"New Hampshire",2018,15095,97,14701,902,0,0,1238,10.9,0,2140,2,2.2,90.1,8.3,7.4,NA,0,0,258045,10.6,54.6,45.4,0,478,0,0,0,0,83.9,16.1,0,1038,71.5,28.5,0,624
"New Hampshire",2019,14192,97,13824,846,2,0.78,1265,12.3,0.05,2111,1.6,4.2,87.9,8.8,8.2,NA,0,0,255785,7.1,50.8,49.2,0,549,0,0,0,0,85.1,14.9,0,972,67.3,32.7,0,590
"New Hampshire",2020,13421,97,12964,677,2,0.77,1165,13.2,0,1842,3.8,2.4,87.8,7,10.1,0,0,0,258918,8.8,44.9,55.1,0,550,100,0,0,3,81.6,18.3,0.1,793,66.9,33.1,0,496
"New Hampshire",2021,12356,98,12052,591,3,1.17,1097,15.5,0,1688,4.1,3.2,85.8,10.4,8.1,0,0,0,256376,9.2,42.6,57.4,0,589,100,0,0,2,81,18.9,0.2,663,65.7,34.3,0,434
"New Jersey",2017,70369,98,69275,3726,13,0.66,6405,14.4,0.12,10131,0.8,2.2,82.8,14.1,10.8,NA,0,0,1964487,13.9,53.1,46.9,0,3182,100,0,0,1,87.3,12.7,0,4381,74.4,25.6,0,2567
"New Jersey",2018,63387,98,62105,3540,18,0.92,5842,14.7,0.32,9382,0.7,2.7,79.5,13.3,14,0,0,0,1954045,13.7,52.2,47.8,0,2961,100,0,0,6,86.9,13.1,0,4156,73.9,26.1,0,2259
"New Jersey",2019,54324,98,53175,2679,19,0.98,5437,14.8,0.28,8116,1.4,2.4,77.7,13,15.4,0.1,0,0,1943575,12.3,51.2,48.8,0,2719,100,0,0,15,87.4,12.6,0,3218,73.9,26.1,0,2164
"New Jersey",2020,44471,97,43155,1832,17,0.83,4370,15.7,0.13,6202,1.3,2.2,74.6,14.6,17.7,0.1,0,0,2047059,13.3,52.1,47.9,0,2291,100,0,0,9,90.6,9.4,0,2143,75.8,24.2,0,1759
"New Jersey",2021,39061,98,38387,1534,10,0.49,3753,17.3,0.13,5287,0.8,2.1,74.3,11.7,19.3,0.1,0,0,2023128,14.2,54.7,45.3,0,2143,100,0,0,15,90.8,9.2,0,1755,80.3,19.7,0,1374
"New Mexico",2017,28660,97,27928,1902,16,3.27,2577,15.5,0.11,4479,29.5,3.6,92,12.7,2.6,NA,0,0,489049,27.2,28.7,71.3,0,1397,83.3,0,16.7,6,84.4,15.6,0,2026,51.9,48.1,0,1050
"New Mexico",2018,27679,98,27012,1679,12,2.49,2620,16.7,0.19,4299,30,3.4,90.2,12.6,3.8,NA,0,0,482442,26.3,29.6,70.4,0,1495,100,0,0,7,82.6,17.4,0.1,1801,54.4,45.6,0,996
"New Mexico",2019,25512,98,24878,1447,11,2.31,2486,18.1,0.03,3933,29,3.4,95.5,12.6,2.8,NA,0,0,477209,24.9,31.4,68.6,0,1464,100,0,0,3,81.3,18.7,0,1564,48.4,51.6,0,902
"New Mexico",2020,23663,98,23256,1184,13,2.7,2305,19.3,0.26,3489,30.2,3.3,94.9,14.2,3.8,NA,0,0,481889,23.1,29.6,70.4,0,1397,100,0,0,11,84.2,15.8,0,1306,52.5,47.5,0,775
"New Mexico",2021,20677,98,20292,929,10,2.11,2098,18.9,0.17,3027,31.4,3.5,93.5,12.3,3.8,NA,0,0,473221,23.9,27.3,72.7,0,1248,100,0,0,1,81.6,18.2,0.2,1042,62.2,37.8,0,736
"New York",2017,179891,93,167636,9428,127,3.09,16887,19.1,3.28,26316,0.8,7,109.8,10.2,3.2,NA,31.1,0,4114612,19.7,47.8,52.2,0,10139,58.2,41.8,0,55,85,15,0,10708,70.8,29.2,0,5414
"New York",2018,176158,93,164516,8600,118,2.9,16391,17.1,1.68,24991,0.8,6.9,110.1,10,3.7,NA,31.3,0,4074414,18.6,46.9,53.1,0,9133,48.4,51.6,0,31,84,16,0,9838,71.5,28.5,0,5989
"New York",2019,170596,93,158800,8337,69,1.71,15717,16.9,1.5,24054,0.8,7,110.5,9.5,3.6,NA,29.9,0,4031894,18.1,47.3,52.7,0,8904,73.5,26.5,0,34,83,17,0,9459,68.7,31.3,0,5657
"New York",2020,167479,89,149246,6576,105,2.49,15398,17,1.74,21975,1,6,109.2,9.4,3.9,0,31.2,0,4211897,16.6,48.4,51.6,0,8827,82.6,17.4,0,46,85,15,0,7534,70.2,29.8,0,5568
"New York",2021,158509,94,149671,6353,126,3.06,15344,19.5,1.38,21697,0.9,5.4,112.5,7.8,4.1,0,3.3,0,4113323,18.5,51.2,48.8,0,9657,80.8,19.2,0,52,84.5,15.5,0,7122,71.5,28.5,0,4866
"North Carolina",2017,114108,90,102955,5830,18,0.78,9671,12.5,0.45,15501,1.6,0.8,54,25.3,20,NA,1.3,1.1,2302931,21.2,45,55,0,4292,66.7,33.3,0,3,91,9,0,6784,77.2,22.8,0,4422
"North Carolina",2018,116733,91,106657,5531,14,0.61,9710,13,0.37,15241,1.6,0.8,51.5,27.6,20.1,NA,1.3,1,2304529,20.2,42.4,57.6,0,4430,29.4,70.6,0,17,90.5,9.5,0,6397,76,24,0,4397
"North Carolina",2019,117439,92,107854,5564,5,0.22,10112,13.7,0.47,15676,2,1,46.3,28.9,22,NA,2,0.8,2304554,19.5,45.6,54.4,0,4833,90.9,9.1,0,11,88.5,11.5,0,6322,72.5,27.5,0,4510
"North Carolina",2020,117654,91,106689,5119,23,1,10045,13.8,0.26,15164,0.7,4.4,95.3,5,4.6,0,0.9,0,2305587,18.5,38.5,61.5,0,4922,96.7,3.3,0,30,88.4,11.6,0,5790,71.9,28.1,0,4422
"North Carolina",2021,116552,92,107102,5431,45,1.96,9816,15.1,NA,NA,4.7,4.5,97.8,5.2,5.4,0,0.6,1,2301503,18.1,29.8,70.2,0,5091,92.6,7.4,0,27,80.3,19.4,0.3,6144,58.3,41.7,0,3985
"North Dakota",2017,15817,79,12528,1086,1,0.57,1375,13.3,0,2461,40.9,2.2,79.4,8.2,2.4,NA,0,0,176649,10.9,27.4,72.6,0,632,100,0,0,5,81.3,18.5,0.2,1249,51.3,48.7,0,575
"North Dakota",2018,15954,78,12450,1165,8,4.48,1448,13.5,0.15,2613,39.6,2.7,78.3,9.4,3,NA,0,0,178524,9.9,29.7,70.3,0,671,100,0,0,1,78.8,21.2,0,1339,52.5,47.5,0,602
"North Dakota",2019,16518,79,13111,987,6,3.32,1531,13,0.12,2518,28.7,2.8,80,7.5,3.7,NA,0,0,180584,10.2,32.6,67.4,0,705,100,0,0,14,80.7,19.3,0,1171,58.1,41.9,0,628
"North Dakota",2020,15558,79,12309,990,5,2.67,1461,15.1,0.08,2451,29.1,2.1,78.5,8.5,3.2,NA,0,0,187338,12,35.4,64.6,0,741,100,0,0,4,75,25,0,1149,53.7,46.3,0,557
"North Dakota",2021,15884,82,13099,950,4,2.15,1511,13.9,0,2461,21.4,1.6,80.7,7.9,4.7,NA,0,0,185701,10.5,33.5,66.5,0,743,100,0,0,2,78.1,21.8,0.1,1141,51.5,48.5,0,575
"Ohio",2017,154896,88,135571,11845,73,2.8,13350,10.6,0.42,25195,3.8,2.1,48.4,50.5,18,NA,0,0,2609137,20.1,44.9,55.1,0,4887,100,0,0,12,89.2,10.7,0.1,14175,70.3,29.7,0,6121
"Ohio",2018,166321,86,142607,12325,106,4.08,14419,10,0.43,26744,5.9,1.8,48.3,48.3,18.2,0.1,0,0,2595584,19.5,44.8,55.2,0,5016,100,0,0,5,88.9,10.9,0.2,14962,70.2,29.8,0,6761
"Ohio",2019,169116,85,144458,12410,79,3.06,15030,10.5,0.49,27440,6.7,2,49.2,47.8,18.3,0.1,0,0,2581403,18.4,44,56,0,5292,98.1,1.9,0,53,89.3,10.5,0.2,14838,70.7,29.3,0,7257
"Ohio",2020,173766,82,141673,10720,94,3.58,15755,10.6,0.37,26475,7.1,1.6,47.5,50.6,18.5,0.1,0,0,2625734,16.8,46.2,53.8,0,5864,94.6,2.7,2.7,37,88.5,11.3,0.2,13103,71.7,28.3,0,7471
"Ohio",2021,161155,80,129640,10505,98,3.76,15268,12.5,0.35,25773,7,1.8,50.1,48.8,18.6,0.1,0,0,2605629,18.6,47.4,52.6,0,6546,100,0,0,33,89,10.7,0.3,12461,71.2,28.7,0,6733
"Oklahoma",2017,104704,95,98962,5128,21,2.19,10011,14.3,1.23,15139,27,1.3,82.3,14.2,4.8,NA,0,0,959142,21.5,28.7,71.3,0,4637,100,0,0,2,77.4,22.3,0.3,5813,58.1,41.9,0,4687
"Oklahoma",2018,97267,94,91812,4705,47,4.92,9257,12.8,1.09,13962,31.1,1.7,79.5,12.5,4.6,0,0,0,955996,21.7,30.9,69.1,0,3910,100,0,0,7,81.4,18.3,0.3,5351,59.1,40.9,0,4694
"Oklahoma",2019,91088,94,85678,4529,23,2.41,8584,13.2,0.69,13113,33.6,1.8,78.2,12.8,4.7,0,0,0,953923,19.9,33.1,66.9,0,3665,50,33.3,16.7,6,80.2,19.6,0.2,5133,63.1,36.9,0,4309
"Oklahoma",2020,89064,95,84581,4051,42,4.37,8280,12.6,0.88,12325,34.8,1.8,76,13.5,5.4,0,0,0,961619,18.9,35.4,64.6,0,3483,100,0,0,25,80.2,19.6,0.2,4583,63.5,36.5,0,4240
"Oklahoma",2021,86464,95,82289,3461,15,1.56,8035,13.7,1.04,11496,33.2,2.3,76.5,13,5.6,0.1,0,0,961530,21.2,39.1,60.9,0,3753,100,0,0,15,78.4,21.5,0.2,3953,66.2,33.8,0,3775
"Oregon",2017,76479,73,55771,4157,30,3.44,7261,14.4,0.95,11418,1.5,1.5,58.9,10.3,7.7,NA,50.9,0,872913,16.5,41.3,58.7,0,3575,100,0,0,1,82,17.8,0.3,4752,65.6,34.3,0,3090
"Oregon",2018,78380,74,58032,3586,26,2.99,7555,13.7,0.74,11141,2.1,1.2,55.3,11.8,7.6,0.2,51.3,0,868879,15.7,41.5,58.5,0,3689,66.7,33.3,0,3,80.6,19.1,0.3,4193,66.2,33.8,0,3256
"Oregon",2019,72927,75,54823,3334,23,2.66,7195,15.8,0.86,10529,2,1.4,53.8,12.6,8.1,0.3,51.4,0,864815,13.1,43,57,0,3861,100,0,0,14,80.9,18.8,0.2,3867,66,33.9,0,2787
"Oregon",2020,67156,82,55229,2743,17,1.95,6720,16.3,0.2,9463,1.9,0.6,51.3,12.2,6.8,0.2,55.2,0,873064,11.8,43.1,56.9,0,3622,100,0,0,5,82.9,16.7,0.3,3305,66.6,33.4,0,2531
"Oregon",2021,59071,85,50190,2413,18,2.09,5868,16.6,0,8281,1.8,NA,46.5,11.7,9.2,0,61.3,0,861351,13.5,41.3,58.7,0,3222,100,0,0,12,82.2,17.5,0.3,2803,67.6,32.3,0.1,2244
"Pennsylvania",2017,3007,99,2972,10998,42,1.58,15554,13.1,0.2,26552,1.2,5.6,8.1,43.3,46.9,NA,1.6,0,2665549,17,44.1,55.9,0,7220,100,0,0,6,87.1,12.9,0,12647,68.5,31.5,0,6679
"Pennsylvania",2018,2987,98,2925,10155,45,1.7,16342,13.4,0.11,26497,1.3,4.6,8.7,44.3,46.9,0.3,1,0,2653058,16.8,46.3,53.7,0,7742,100,0,0,11,87.9,12.1,0,11763,69.4,30.6,0,6981
"Pennsylvania",2019,2952,97,2867,9528,54,2.05,16056,14.2,0.14,25584,1.2,4.7,10.1,45.7,44.9,0.7,0.5,0,2635819,16.9,47.3,52.7,0,7920,100,0,0,43,86.8,13.2,0,10961,70.4,29.6,0,6660
"Pennsylvania",2020,3110,99,3065,7254,67,2.48,15162,14.2,0.18,22416,1,3.7,9.6,45.8,46.6,0.9,0.3,0,2700980,14.4,50.2,49.8,0,7533,100,0,0,23,89.1,10.8,0.1,8543,72.2,27.8,0,6317
"Pennsylvania",2021,3567,98,3492,7499,65,2.43,13968,16.8,0.2,21467,1.2,3.2,10.8,46.1,46.6,1,0.3,0,2674009,16.9,55.4,44.6,0,7920,100,0,0,29,89.4,10.4,0.1,8461,76,23.9,0,5057
"Puerto Rico",2017,31227,91,28532,NA,6,0.92,NA,NA,2.07,1014,52.9,8.6,60.5,24.9,2.5,NA,0.4,0,651536,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puerto Rico",2018,28336,93,26316,877,3,0.51,2078,21.6,0.27,2188,48.2,9.1,64.7,25.9,2.3,0,0.6,0,591875,56.9,30.8,69.2,0,1317,66.7,33.3,0,6,64,36,0,961,52.9,47.1,0,671
"Puerto Rico",2019,23708,92,21801,981,5,0.87,2154,21.8,0.38,3150,49.6,11.4,69.7,24.6,2.5,0,0.7,0,572801,56.8,28.6,71.4,0,1326,71.4,28.6,0,7,65.7,34.3,0,1150,46.9,53.1,0,653
"Puerto Rico",2020,23479,93,21923,590,5,0.88,2171,18.4,0.14,2761,53.1,13.3,70,25,2.7,0,0.9,0,567614,NA,26.2,73.8,0,1156,100,0,0,1,72.5,27.5,0,720,48,52,0,733
"Puerto Rico",2021,20967,97,20349,761,7,1.28,1926,23.3,0.89,2687,57.1,12.7,76.5,19.7,3.9,0,1,0,545790,54.9,27.8,72.2,0,1295,45.5,54.5,0,11,78.9,21.1,0,828,55.5,44.5,0,553
"Rhode Island",2017,19732,62,12150,1263,5,2.42,1600,12.3,2.06,2863,36.3,1.6,61.2,14.8,3.3,NA,2.2,0,206942,16.6,49.6,50.4,0,677,100,0,0,2,88.9,11.1,0,1462,74.9,25.1,0,722
"Rhode Island",2018,22729,63,14256,1323,1,0.49,1786,10.2,1.8,3109,37.1,1.1,61.8,14.7,4.7,NA,1.3,0,206059,18,49.9,50.1,0,643,100,0,0,1,87.5,12.5,0,1555,73.3,26.7,0,910
"Rhode Island",2019,22966,71,16396,1111,3,1.47,1947,11.4,2.06,3058,36.8,1.8,63.1,13.8,4.5,0,2.2,0,203923,14,48.5,51.5,0,788,100,0,0,8,89.8,10.2,0,1282,76.6,23.4,0,980
"Rhode Island",2020,24841,67,16571,880,2,0.94,2177,13.6,2.19,3057,38.5,1.3,59.8,13.5,4.9,0,2.6,0,212350,11.5,55.7,44.3,0,1051,100,0,0,3,90.9,9.1,0,1024,76.5,23.5,0,979
"Rhode Island",2021,22274,64,14203,777,2,0.96,2105,16.5,1.42,2882,37.4,1.5,63.8,12.1,5.1,0,1.2,0,208827,15,57.2,42.8,0,1145,100,0,0,3,92.1,7.9,0,901,79.5,20.5,0,833
"South Carolina",2017,44025,72,31589,3686,28,2.53,3893,11.6,0.5,7579,0.8,2.1,58.3,55.3,4.9,NA,0.4,0,1104965,22.6,33.5,66.5,0,1680,100,0,0,2,82.4,17.5,0.1,4414,53.8,46.2,0,1483
"South Carolina",2018,45850,68,31406,4098,39,3.52,3949,12.1,0.67,8047,0.8,2.1,63.1,55.5,5,NA,0.1,0,1108588,22.6,27.7,72.3,0,1755,0,0,0,0,81.5,18.3,0.2,4730,53.8,46.1,0.1,1562
"South Carolina",2019,48620,68,33221,3958,60,5.39,4342,11.4,0.41,8300,0.6,2,57.7,57.9,5.1,NA,0.1,0,1113673,19.7,28.7,71.3,0,1868,100,0,0,16,77.1,22.7,0.2,4779,53.9,46.1,0,1637
"South Carolina",2020,47336,64,30316,2961,36,3.23,4458,12.2,0.61,7419,7.4,2.3,60.5,46.7,5.2,0.2,0,0,1114257,18.9,28.9,71.1,0,1966,100,0,0,6,74.7,25.1,0.2,3772,50.4,49.5,0.1,1675
"South Carolina",2021,43175,69,29774,2709,41,3.67,3993,14.8,1,6702,5.6,2.4,63.7,45.4,5.3,0.5,0,0,1117092,20.1,28.6,71.4,0,2095,100,0,0,9,73.3,26.6,0.2,3135,48.9,51.1,0,1463
"South Dakota",2017,16730,97,16195,1184,5,2.31,1387,11.1,0.16,2571,1.4,NA,93.8,11.7,4.5,NA,0,0,216108,16.6,31.8,68.2,0,547,100,0,0,1,83,17,0,1334,67.8,32.2,0,689
"South Dakota",2018,17439,95,16572,1144,3,1.38,1561,11.4,0.04,2705,2.5,NA,95.9,8.1,2.9,NA,0,0,216722,16.4,34.1,65.9,0,599,100,0,0,2,85.6,14.4,0,1317,61.6,38.4,0,787
"South Dakota",2019,17653,93,16504,1215,9,4.13,1518,12.7,0.26,2733,1.2,NA,97.3,9.4,3.8,NA,0,0,217817,15,34,66,0,699,100,0,0,5,81.6,18.4,0,1377,59.5,40.5,0,652
"South Dakota",2020,18684,94,17543,1115,12,5.45,1676,11.7,0.47,2791,2.7,NA,95.8,9.8,5.4,0.1,0,0,220094,13.5,34.9,65.1,0,691,0,0,0,0,82.8,17.2,0.1,1335,59.3,40.7,0,765
"South Dakota",2021,18135,94,17057,1013,9,4.08,1616,13.2,0.04,2629,3.9,NA,95.5,9.7,5.6,0.1,0,0,220429,14.6,31.4,68.6,0,742,100,0,0,9,83.1,16.9,0,1184,61.5,38.5,0,694
"Tennessee",2017,82033,77,62951,6679,33,2.19,6566,9.7,0.14,13246,2.4,1.4,24.6,62.3,27.6,NA,0,0,1507817,21.2,35,65,0,2269,100,0,0,1,67.9,31.8,0.2,7730,51.5,48.4,0.1,3246
"Tennessee",2018,86085,75,64135,6888,47,3.11,7282,8.8,0.19,14170,3.1,1.9,22.2,62.6,27.8,0.9,0,0,1510375,22.3,36.6,63.3,0,2397,100,0,0,1,67.8,31.9,0.2,8125,50.3,49.7,0.1,3647
"Tennessee",2019,90342,76,68348,6719,43,2.85,7652,9.8,0.17,14371,4,1.5,25.2,61.9,25.2,1.1,0,0,1510976,19.7,35.2,64.7,0.1,2699,94.1,5.9,0,17,68.6,31.1,0.3,7849,50.2,49.8,0,3806
"Tennessee",2020,93390,82,76596,5860,34,2.21,8814,9.8,0.29,14674,5.4,1.5,25.7,59.8,26.9,1.2,0,0,1540917,18.8,33.4,66.6,0,3113,66.7,33.3,0,12,66,33.7,0.4,7344,50.2,49.8,0,4205
"Tennessee",2021,91884,89,82117,6185,32,2.08,8373,12.2,0.3,14558,3.9,1.5,22.9,58.2,31.1,1.4,0,0,1540674,18.1,42.7,57.3,0,3496,75,25,0,12,78.1,21.3,0.6,7171,60.3,39.6,0.1,3879
"Texas",2017,344159,88,304523,19840,186,2.53,30491,10.4,0.27,50331,0.6,1.9,85.3,14.4,10,NA,0,0,7365787,20.9,21.7,78.3,0,10248,93.5,6.5,0,31,83.5,16.5,0,23950,56.8,43.2,0,16102
"Texas",2018,362204,89,322480,20497,200,2.71,31864,10.7,0.23,52361,0.6,1.9,86.2,13.1,10.4,0,0,0,7382686,21.1,23.2,76.8,0,10320,89.3,10.7,0,28,83.1,16.9,0,24916,56,44,0,17097
"Texas",2019,355643,89,317064,18455,229,3.09,32642,10.8,0.24,51097,0.6,1.8,86.1,12.3,10.9,0,0,0,7406777,19.2,21.7,78.3,0,10580,94.6,5.4,0,74,82.8,17.2,0,22755,56.2,43.8,0,17688
"Texas",2020,337878,91,308415,16434,255,3.41,31108,11.3,0.44,47543,0.5,1.5,87.6,11.5,10.2,0.1,0,0,7486091,19,21.6,78.4,0,10884,96.3,3.8,0,80,84.2,15.8,0,19948,55.6,44.4,0,16631
"Texas",2021,332345,92,305571,15127,206,2.76,29802,12.1,0.84,44929,0.5,1.5,86.1,10.9,11.7,0.1,0,0,7475433,19.6,21.3,78.7,0,11267,89.1,10.9,0,46,81.1,18.9,0,17936,56.3,43.7,0,15680
"Utah",2017,30757,100,30682,2284,13,1.4,2778,8.6,0.43,5062,29.1,0.5,30.6,46.6,17.8,NA,1.5,0,928062,10.7,15.5,84.4,0.1,762,100,0,0,10,78.3,20,1.7,2838,53.3,46.1,0.6,1452
